,Headlines,Time,Sentiment
917,"Everything Jim Cramer said on 'Mad Money,' including China trade deal, Wendy's breakfast, earnings"," 8:42  PM ET Fri, 11 Oct 2019",5
918,Cramer's lightning round: MGM's gambling and sports plans are 'spectacular'," 6:52  PM ET Fri, 11 Oct 2019",5
919,Wendy's CEO to Jim Cramer: 'We have a menu that can compete' in breakfast," 6:34  PM ET Fri, 11 Oct 2019",4
920,Cramer's week ahead: It is shaping up to be a good week for earnings," 6:41  PM ET Fri, 11 Oct 2019",4
921,Retail legend Mickey Drexler on how clothing companies can succeed in today's environment," 6:35  PM ET Fri, 11 Oct 2019",5
922,"Everything Jim Cramer said on 'Mad Money,' including volatile market, Hormel, buy Bed Bath & Beyond"," 7:49  PM ET Thu, 10 Oct 2019",5
923,Cramer's lightning round: We are against private prison stocks," 7:07  PM ET Thu, 10 Oct 2019",5
924,Jim Cramer makes major shift: Buy a small portion in Bed Bath & Beyond," 6:44  PM ET Thu, 10 Oct 2019",5
925,CEO of Spam maker Hormel: Our 'food journey' is linked to improving our environmental impact," 6:30  PM ET Thu, 10 Oct 2019",5
927,Jim Cramer reveals a rubric for finding stocks in this 'treacherous market'," 6:16  PM ET Thu, 10 Oct 2019",1
928,"New highs are in store for the S&P 500 this year according to this chart, says top strategist"," 9:29  AM ET Wed,  9 Oct 2019",5
929,"Everything Jim Cramer said on 'Mad Money,' including China blacklist, Domino's earnings, S&P 500 run"," 7:44  AM ET Wed,  9 Oct 2019",5
930,Cramer's lightning round: Roku should never have spiked so high," 6:56  PM ET Tue,  8 Oct 2019",3
931,Jim Cramer: Chart analyst warns the S&P 500 is 'cruising for a bruising'," 6:34  PM ET Tue,  8 Oct 2019",1
932,'Timing couldn't have been worse' for the Trump administration to issue bans on China: Jim Cramer," 6:36  PM ET Tue,  8 Oct 2019",3
934,Domino's Pizza CEO says there is 'irrational pricing' in the rival third-party delivery marketplace," 6:20  PM ET Tue,  8 Oct 2019",1
935,"October's market 'trick' could turn into a 'treat' for investors by year-end, says strategist"," 3:36  PM ET Tue,  8 Oct 2019",3
936,"Everything Jim Cramer said on 'Mad Money,' including Fed influence, Costco's quarter, Cedar Fair bid"," 8:45  AM ET Tue,  8 Oct 2019",5
937,Cramer's lightning round: Disney 'has a great long-term situation brewing'," 6:54  PM ET Mon,  7 Oct 2019",4
938,Jim Cramer doubles down on Cedar Fair after Six Flags bid rejected," 6:46  PM ET Mon,  7 Oct 2019",1
939,"Tune out the bears — We can 'make it through a garden-variety slowdown,' Jim Cramer says"," 6:30  PM ET Mon,  7 Oct 2019",3
940,Jim Cramer: Investors who bailed on Costco's misleading quarter made a costly mistake," 6:23  PM ET Mon,  7 Oct 2019",1
941,"Everything Jim Cramer said on 'Mad Money,' including China trade, buy Clorox, Stitch Fix CEO, REITs"," 8:00  PM ET Fri,  4 Oct 2019",5
942,Cramer's lightning round: I think Nike goes higher," 6:57  PM ET Fri,  4 Oct 2019",3
943,Jim Cramer: I think this is the time to start buying shares of Clorox," 7:09  PM ET Fri,  4 Oct 2019",5
944,Stitch Fix CEO says the online-styling company could feel impact of future tariffs hike," 7:25  PM ET Fri,  4 Oct 2019",1
945,Cramer's week ahead: Prepare for companies to adjust forecasts to new round of tariffs," 6:30  PM ET Fri,  4 Oct 2019",4
946,September's unemployment rate hit a 50-year-low —Five economists on what this means for markets,"11:41  AM ET Fri,  4 Oct 2019",1
947,"Everything Jim Cramer said on 'Mad Money,' including earnings season, EU tariffs, Constellation CEO"," 7:44  PM ET Thu,  3 Oct 2019",5
949,"Trade wars with the EU, China could be 'self-defeating' for Trump's presidency, Jim Cramer says"," 7:37  PM ET Thu,  3 Oct 2019",1
950,Cramer's lightning round: There's a reason Square is not moving higher," 6:57  PM ET Thu,  3 Oct 2019",3
951,"Ulta Beauty had a rough few weeks, but it's time to buy the cosmetics retailer, Jim Cramer says"," 7:07  PM ET Thu,  3 Oct 2019",3
952,Constellation CEO says stock fell on earnings after Canopy losses 'mixed up' investors," 7:04  PM ET Thu,  3 Oct 2019",1
953,Jim Cramer explains how to judge this earnings season: 'Not as bad as feared'," 7:04  PM ET Thu,  3 Oct 2019",4
954,"Everything Jim Cramer said on 'Mad Money,' including market sell-off plays, Paychex CEO interview"," 8:24  AM ET Thu,  3 Oct 2019",5
956,Cramer's lightning round: You can slowly pick at Trade Desk as it goes down," 6:48  PM ET Wed,  2 Oct 2019",4
957,Paychex CEO to Jim Cramer: Small business hiring picked up in September despite slowdown worries," 6:42  PM ET Wed,  2 Oct 2019",3
958,"In this unpredictable market, buy stock in spice and food giant McCormick, Jim Cramer says"," 6:53  PM ET Wed,  2 Oct 2019",1
959,Jim Cramer says his favorite indicator 'isn't down enough for me to turn positive'," 8:31  AM ET Thu,  3 Oct 2019",4
960,"Everything Jim Cramer said on 'Mad Money,' including manufacturing data, Chinese IPOs, restaurants"," 7:41  PM ET Tue,  1 Oct 2019",5
961,ConEd CEO explains how utility stocks react to interest rates — It's 'a knife that cuts both ways'," 7:07  PM ET Tue,  1 Oct 2019",4
962,"Cramer's lightning round: 'I'm not a Netflix fan, here'"," 7:07  PM ET Tue,  1 Oct 2019",1
963,Jim Cramer says this is 'a good time to start looking for stocks to buy into weakness'," 6:57  PM ET Tue,  1 Oct 2019",3
964,Jim Cramer: It should be harder for Chinese companies to go public in the US," 6:55  PM ET Tue,  1 Oct 2019",3
965,Cramer Remix: The fundamentals of evaluating stock moves," 7:27  PM ET Mon, 30 Sept 2019",5
966,"Everything Jim Cramer said on 'Mad Money,' including investing next week, foreign drug stocks"," 1:21  PM ET Sun, 29 Sept 2019",5
967,Jim Cramer: These foreign drug stocks are worth betting on over domestics," 6:54  PM ET Fri, 27 Sept 2019",5
968,Cramer's lightning round: 'Peloton's stinking up the joint'," 6:51  PM ET Fri, 27 Sept 2019",1
969,Jim Cramer's week ahead: We need more downside before I'm ready to get more positive," 6:52  PM ET Fri, 27 Sept 2019",4
971,"Everything Jim Cramer said on 'Mad Money,' including presidential fears, Peloton IPO, housing market"," 9:19  AM ET Fri, 27 Sept 2019",5
972,Cramer: Put recession fears aside and buy these 2 office furniture stocks," 6:59  PM ET Thu, 26 Sept 2019",5
973,Millennial home buying is trending up with 'demographic tailwinds': Taylor Morrison CEO," 6:57  PM ET Thu, 26 Sept 2019",4
974,"Jim Cramer breaks down Peloton's IPO, reveals the right time to buy the stock"," 6:59  PM ET Thu, 26 Sept 2019",4
975,Cramer's lightning round: Lyft is looking like a tax-loss play," 6:56  PM ET Thu, 26 Sept 2019",1
976,Wall Street is 'terrified' of Elizabeth Warren — Jim Cramer says buy dips in health-care stocks," 6:45  PM ET Thu, 26 Sept 2019",5
978,Resolved trade war would mean better industrial sector: Portfolio manager," 6:50  AM ET Thu, 26 Sept 2019",3
979,"Jim Cramer: How Nike keeps delivering results, despite China trade headwinds"," 9:06  AM ET Thu, 26 Sept 2019",4
980,Apeel Sciences CEO tells Jim Cramer how they save your fruit while saving grocery stores money," 8:49  PM ET Wed, 25 Sept 2019",5
981,Twilio CEO shrugs off stock woes in interview with Jim Cramer — 'We just focus on the long term'," 7:55  PM ET Wed, 25 Sept 2019",3
982,"Everything Jim Cramer said on 'Mad Money,' including Nike earnings, Twilio CEO, Whirlool's prospects"," 7:54  PM ET Wed, 25 Sept 2019",5
983,Cramer's lightning round: Shake Shack is hot — buy it on a pullback," 7:02  PM ET Wed, 25 Sept 2019",5
984,"Everything Jim Cramer on 'Mad Money,' including Trump impeachment, Bob Iger chat, new GW Pharma drug"," 8:26  PM ET Tue, 24 Sept 2019",5
985,"GW Pharma to launch first CBD-based epilepsy drug in Europe 'over the next year or two,' CEO says"," 8:19  PM ET Tue, 24 Sept 2019",5
986,Jim Cramer on the impact of impeachment on the market: 'We've seen this movie before'," 7:59  PM ET Tue, 24 Sept 2019",1
987,Bob Iger tells Jim Cramer why Disney did not buy Twitter — 'I got cold feet for the right reasons'," 1:18  PM ET Wed, 25 Sept 2019",1
988,"Everything Jim Cramer said on 'Mad Money,' including stock valuations, Canopy Growth vapes"," 8:19  PM ET Mon, 23 Sept 2019",5
989,Canopy Growth CEO: 'We're ready to launch vape products into Canada'," 7:52  PM ET Mon, 23 Sept 2019",5
990,Cramer's lightning round: PayPal has a lot of potential 'upside'," 8:05  PM ET Mon, 23 Sept 2019",3
991,"The days of sharp, sustained spikes in oil prices are likely gone for now, analyst tells Jim Cramer"," 7:41  PM ET Mon, 23 Sept 2019",2
993,"Jim Cramer warns of dot-com era parallels: 'This is not a normal market, so we need to be careful'"," 7:29  PM ET Mon, 23 Sept 2019",3
994,"'I'm actually excited' about the iPhone's prospects in China, Jim Cramer says"," 8:20  PM ET Fri, 20 Sept 2019",2
995,Zscaler CEO shrugs off Palo Alto Networks: 'They feel the pain and they try to attack everyone'," 4:04  PM ET Mon, 23 Sept 2019",1
996,"Everything Jim Cramer said on 'Mad Money,' including the week ahead, iPhone sales, Zscaler CEO"," 8:18  PM ET Fri, 20 Sept 2019",5
997,Cramer's week ahead: Don't listen to Fed talk; understand the state of the economy," 8:17  PM ET Fri, 20 Sept 2019",5
998,Cramer's lightning round: I think this stock is 'dead in the water'," 7:09  PM ET Fri, 20 Sept 2019",1
1000,Why Jim Cramer thinks Wall Street will 'anoint' Chipotle in the fourth quarter," 8:00  PM ET Thu, 19 Sept 2019",1
1001,Jim Cramer says Bernstein's downgrade on Costco creates a buying opportunity," 7:57  PM ET Thu, 19 Sept 2019",3
1002,"Everything Jim Cramer said on 'Mad Money,' including Costco downgrade, Expedia CEO, Chipotle, oil"," 8:25  PM ET Thu, 19 Sept 2019",1
1003,Why Jim Cramer thinks it's time to sell some of your oil stocks," 7:48  PM ET Thu, 19 Sept 2019",1
1004,"Cramer's lightning round: Buy AT&T right here, right now"," 7:35  PM ET Thu, 19 Sept 2019",5
1005,"Blackstone's Byron Wien: Beyond 2019, forget about 15% yearly gains on S&P 500 for a while","12:26  PM ET Thu, 19 Sept 2019",3
1006,"Everything Jim Cramer said on 'Mad Money,' including Fed rate cut, Agco CEO on tariffs, and FedEx"," 8:28  PM ET Wed, 18 Sept 2019",5
1007,Agco CEO explains how his agricultural company has avoided big losses from US-China trade war," 7:18  PM ET Wed, 18 Sept 2019",4
1008,Cramer's lightning round: I think GE will be higher a year from now," 7:09  PM ET Wed, 18 Sept 2019",3
1009,"Small, midsize businesses are 'much stronger' than large enterprise right now, Tech Data CEO says"," 7:14  PM ET Wed, 18 Sept 2019",2
1010,"Banks rallied on a Fed cut, and that's a 'very positive' sign, Jim Cramer says"," 7:15  PM ET Wed, 18 Sept 2019",1
1011,"Everything Jim Cramer said on 'Mad Money,' including Fed meeting, Microsoft and Apple, Pelosi"," 8:16  PM ET Tue, 17 Sept 2019",5
1012,Cramer's lightning round: Managed care stock fears could be 'overdone'," 7:59  PM ET Tue, 17 Sept 2019",3
1013,"Jim Cramer: 'Stand pat,' even if the Fed doesn't satisfy the bullish investors"," 7:42  PM ET Tue, 17 Sept 2019",1
1015,Pelosi explains what role business could play in bringing about social change," 7:36  PM ET Tue, 17 Sept 2019",4
1016,"Charts show Microsoft, Apple may be ready to surge and take Wall Street to new heights: Jim Cramer"," 6:39  PM ET Tue, 17 Sept 2019",1
1017,"Everything Jim Cramer said on 'Mad Money,' including Saudi oil strikes, valuing cloud stocks, Paxos"," 8:49  PM ET Mon, 16 Sept 2019",5
1018,Cramer's lightning round: When investors should pull the trigger on Ulta Beauty," 7:39  PM ET Mon, 16 Sept 2019",1
1019,Jim Cramer reveals 'quick and dirty' Wall Street tricks for buying cloud stocks," 7:41  PM ET Mon, 16 Sept 2019",4
1020,"CEO says Paxos offers investors 'confidence of a bank, but the innovation of Silicon Valley'"," 7:11  PM ET Mon, 16 Sept 2019",3
1022,Jim Cramer explains how the market was able to virtually shrug off a major oil shock," 7:14  PM ET Mon, 16 Sept 2019",4
1023,"Bitcoin's heading to a new all-time high along with the S&P 500, says Fundstrat's Tom Lee"," 9:17  AM ET Sun, 15 Sept 2019",5
1024,Why Jim Cramer says investing in SmileDirectClub is a difficult decision," 6:27  PM ET Fri, 13 Sept 2019",1
1025,Cramer flags stocks held 'hostage' by trade — and others worth looking at," 6:19  PM ET Fri, 13 Sept 2019",4
1026,Cramer's game plan: Expect the unexpected from both Powell and Trump," 6:19  PM ET Fri, 13 Sept 2019",3
1027,"Everlane needed to open stores because 'basically' no online-only companies are profitable, CEO says","11:24  AM ET Fri, 13 Sept 2019",1
1028,Cramer's favorite market indicator is signaling that stocks are 'way overbought'," 6:24  PM ET Thu, 12 Sept 2019",5
1029,Cramer: Investors buying stocks on trade optimism are totally misreading the situation," 6:02  PM ET Thu, 12 Sept 2019",1
1030,Jim Cramer: These are the 5 stocks you should buy right now,"11:52  AM ET Thu, 12 Sept 2019",5
1031,"Square's stock is hurting, but it's not a broken company, says Jim Cramer"," 8:29  PM ET Wed, 11 Sept 2019",3
1032,Why Jim Cramer thinks Apple's new iPhone 11 could be a boon to Facebook's Instagram," 6:32  PM ET Wed, 11 Sept 2019",1
1033,"Everything Jim Cramer said on 'Mad Money,' including playing the rotation, gold and bond prices","10:02  AM ET Wed, 11 Sept 2019",5
1034,"Buy the stocks of high-quality companies in the market that investors are dumping, Cramer says","10:02  AM ET Wed, 11 Sept 2019",5
1035,"Charts show gold, bond prices are nearing peak levels, Jim Cramer says"," 9:53  AM ET Wed, 11 Sept 2019",1
1037,Jim Cramer endorses Elliott Management's stake in AT&T: 'I bet the upside is huge'," 7:11  PM ET Tue, 10 Sept 2019",3
1038,Cramer's lightning round: I no longer trust Schlumberger," 6:52  PM ET Tue, 10 Sept 2019",1
1039,"Everything Jim Cramer said on 'Mad Money,' including stock rotation and Chinese consumers"," 8:43  PM ET Mon,  9 Sept 2019",5
1040,Dollar Tree CEO on mitigating tariffs on Chinese imports: 'We play hardball'," 7:12  PM ET Mon,  9 Sept 2019",1
1041,"Cramer's lightning round: Wait a few days, then buy Waste Management"," 6:51  PM ET Mon,  9 Sept 2019",1
1042,Jim Cramer breaks down the stocks investors are rotating to on trade and Fed hopes," 7:25  PM ET Mon,  9 Sept 2019",1
1044,"Everything Jim Cramer said on 'Mad Money,' including looming earnings and economic reports"," 8:51  PM ET Fri,  6 Sept 2019",5
1045,"Cramer's Exec Cut: Data-driven changes at Netflix, DoorDash and Domino's"," 7:16  PM ET Fri,  6 Sept 2019",4
1046,"The charts show Amazon's stock is bottoming, primed for a 20% gain, Jim Cramer says"," 8:06  PM ET Fri,  6 Sept 2019",1
1047,"Cramer's lightning round: Neogenomics, Yeti, Nutanix and more stocks"," 6:51  PM ET Fri,  6 Sept 2019",5
1048,Cramer's week ahead: The bond market is 'begging' the Fed to 'slash and burn' rates," 8:07  PM ET Fri,  6 Sept 2019",1
1049,"Everything Jim Cramer said about stocks on 'Mad Money,' including 'one big difference'","10:34  AM ET Fri,  6 Sept 2019",5
1050,Used-car dealer Carvana CEO on worries about profitability: 'We're growing very fast',"10:31  AM ET Fri,  6 Sept 2019",3
1051,Jim Cramer makes his top stock picks in his annual 'fantasy portfolio' draft," 7:50  PM ET Thu,  5 Sept 2019",5
1052,Cramer's lightning round: Netflix is my least-favorite FAANG stock," 6:58  PM ET Thu,  5 Sept 2019",5
1053,Good economic data triggered a 'sea change' in investments on Wall Street: Jim Cramer," 8:53  AM ET Fri,  6 Sept 2019",4
1054,Cramer Remix: How my father's mistakes inspired me to buy stocks," 8:03  PM ET Tue,  3 Sept 2019",5
1055,Cramer: I used the stock market to pay for Harvard Law School," 7:49  PM ET Tue,  3 Sept 2019",1
1056,Cramer's top 4 rules for owning stocks," 6:23  PM ET Tue,  3 Sept 2019",5
1057,The evolution of Jim Cramer's 'Mad Money': From stock picking to stock educating," 7:32  PM ET Tue,  3 Sept 2019",5
1059,This S&P 500 chart just sent a screaming sell signal—here's how to trade it," 9:55  AM ET Tue,  3 Sept 2019",1
1060,Cramer Remix: How brand names can help you find long-term winners," 6:56  PM ET Fri, 30 Aug 2019",5
1061,"Yes, disinterested teens can actually make the best investors: Cramer"," 6:53  PM ET Fri, 30 Aug 2019",1
1062,Cramer explains why investing for kids can have a huge payoff," 9:42  PM ET Fri, 30 Aug 2019",1
1063,Cramer shares a little-known investing concept critical to buying stocks,"10:00  PM ET Fri, 30 Aug 2019",3
1064,"Cramer's advice for investing in your 20s, 30s, 40s and beyond"," 9:53  PM ET Fri, 30 Aug 2019",5
1066,How this 'reluctant investor' overcame her fear and discovered the power of investing,"11:06  AM ET Fri, 30 Aug 2019",5
1067,"Cramer Remix: I think Wendy's is a star, I'm sticking with the stock","11:22  AM ET Wed, 28 Aug 2019",1
1068,Cramer: 3 charts show investors should get ready for a big rally in the stock market in September,"11:35  AM ET Wed, 28 Aug 2019",3
1069,Cramer's lightning round: Discipline says sell some of the hot Enphase stock," 7:06  PM ET Tue, 27 Aug 2019",1
